name,target,equipment,Level,gym,home,goal,bodyPart,type,sets
Seated Quad Contraction,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
HM Squat with Alternating Leg Extension,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Air Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Alternating Jump Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
HM Alternating Lunge-In-Place,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
HM Alternating Side Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Sumo Pulse,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Sumo Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Alternating Side-Kick,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Tuck-Up Burpee,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Bear Crawl,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Bear Stance Fire Hydrant,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Walking Frankenstein,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Walking Hip Stretch,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Wide Jump Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
HM Boxer Shuffle,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
HM Running Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Bulgarian Split Squat On Chair,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Burpee,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
HM Butterfly,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Alternating Lunge Push-Up,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Comet,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Couch Stretch,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Down Up,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Duck Walk,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Fragon,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Frankenstein,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Single-Leg Squat on Chair,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
HM Single-Leg Touchdown,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Speed Skater,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Squat Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Squat Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Garland Pose,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM High Knees,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
HM In-And-Out Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM In-And-Out Squat Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
HM Jumping Jack,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Jumping Knee-Up,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
HM Jumping Rope,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Right Calf-Spike Sumo Pulse,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Reverse Lunge with Kick,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
HM Left Knee-Up,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Left-Leg Lunge And Kick-Out,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Mountain Pose,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Butt Kickers,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
HM Right-Leg Lunge And Kick-Out,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
HM Sumo Get-Up,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
AM Jump Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
AM Bodyweight Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
High knees sprawl drill,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
UP Bulgarian Split Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
UN Forward Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
UN Front Foot Elevated Split Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
UNS Half-Kneeling Hip Flexor Stretch,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
UNS Low Depth Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
UNS Forward-To-Reverse Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Towel Squat Thrust,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Towel Alternating Prisoner Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Towel Alternating Lateral Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Squat Pull-Through Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman 180 Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Foot-Elevated Knee-Up to Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Feet-Elevated Squat Thrust,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Hands-Elevated Lunge Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Hands-Elevated Jack to Split Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Hands-Elevated Wide Squat Thrust,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Hands-Elevated Squat Thrust to Split Jack,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Squat Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Squat Pulse,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Jump-Out Push-Up,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Alternating Forward Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Burpee to Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Pilates Single-Leg Stretch,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Alternating Reverse Prisoner Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Narrow-Wide Squat Jump to 180 Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman 180 Jump to Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Imaginary Jump Rope,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Fast Feet with Hands Up,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Hands-Elevated Alternating Lunge Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Right Split Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Left Split Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Plyometric Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Quad Touch Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Skate,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Lunge Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Flying Squat Thrust,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman 90-Degree Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Half Jack to 180 Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Quick Feet to Quad Touch Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Squat Thrust to Push-Up to Super Woman,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Plyometric Jump to 180 Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Standing Heel Click to Hands Down Heel Click,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Burpee to 180 Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Traveling Low Jack to Belly Touch,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Flying Squat Thrust to Shoulder Tap,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Squat Jump to Alternating Side Lunge Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Low Squat with Low Diagonal Dumbbell Punch,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Right Leg Hop to Right Reverse Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Left Leg Hop to Left Reverse Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Burpee to Open Stance,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Diagonal Squat Thrust to Renegade Forward Punch,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Bear Crawl,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Bear Crawl to Donkey Kick,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Bear Crawl to Froggy Push-Up,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Bear Crawl to Shoulder Tap,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Burpee to Tuck Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Burpee to Flying Squat Thrust to Tuck Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Forward Lunge to Reverse Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Renegade Lunge Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Squat Jump to Lunge Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Prisoner Reverse Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Wide-to-Narrow Squat Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Donkey Run,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Weighted Wide-to-Narrow Squat Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Wide-to-Narrow Donkey Kick,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Mule Kick,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Goal Post to Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Frogger Squat to Heel Click,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Stair Sprint,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Stair Bear Crawl,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Burpee to Flying Squat Thrust,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Flying Squat Thrust to Push-Up,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Foot-Elevated Step-To-Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Split Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Stair Climb,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Burpee to Flying Jack,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Right Reverse Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Left Reverse Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Squat Tap to Hop,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Squat Tap to Jump-Forward-Jump-Back,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Squat Hip Drive,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Alternating Double Lunge Hop,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Right Reverse Lunge to Front Kick,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Right Leg Forward Lunge Hop,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Right Squat Thrust,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Left Reverse Lunge to Front Kick,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Left Leg Forward Lunge Hop,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Left Side Diagonal Burpee,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Left Squat Thrust,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Wide Squat Thrust,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Alternating Single-Leg Hop to Squat to 180 Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Right Lunge Hop to Chest Press,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Left Lunge Hop to Overhead Press,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman 180 Jump Hop Forward Hop Back,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Right Split Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Holman Left Split Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Double Squat Pulse to 180 Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Towel Left Side Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Alternating Lunge Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Holman Lunge Jump to Squat Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Holman Burpee with Belly Touch,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Bootstrapper squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Total Fitness Broad Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Total Fitness Lateral Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Lateral shuffle,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Total Fitness Skip,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Total Fitness Spider Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Spider lunge stretch,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Spider lunge with T-rotation,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Standing quad stretch,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Vertical jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
King Maker Burpee,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
King Maker Explosive High Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Muscle Beach Skip,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Muscle Beach Broad Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Muscle Beach Sprint,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Muscle Beach Front Kick,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Muscle Beach Side Kick,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Muscle Beach Spin Kick,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
Muscle Beach Freestyle Kick,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
MetaBurn Alternating Curtsy Lunge To Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
MetaBurn Alternating Curtsy Lunge With High Knee,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
MetaBurn Alternating Diagonal Sprawl,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
MetaBurn Alternating Lateral Sprawl,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
MetaBurn Curtsy Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
MetaBurn Frogger,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
MetaBurn High Knee Rotation,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
MetaBurn Side-To-Side Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
MetaBurn Star Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
MetaBurn Tuck Jump With Knee Slap,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
MetaBurn Lateral Bounding Hop,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
MetaBurn Double Lunge,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Robertson Sprinter Step-Up,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
FYR2 Front Kick-Through,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Lunge high-knee clap,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
FYR2 Plyo Split Squat,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
FYR2 Reverse Burpee,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
FYR2 Reverse Burpee to Regular Burpee,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
FYR2 Reverse Burpee Tuck Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
FYR2 Sprawlee,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,4
FYR2 Squat Hold,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
FYR2 Squat Jump,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,5
FYR2 Squat Pulse,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Sprinter burpee,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Shuttle run training,quads,body weight,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Medicine ball ninja,quads,medicine ball,Intermediate,1,0,Gain Muscle,upper legs,weight,4
FYR Air Ball Plus Medicine Ball Jumping Sprawl,quads,medicine ball,Intermediate,1,0,Gain Muscle,upper legs,weight,5
Medicine ball cowboy squat,quads,medicine ball,Intermediate,1,0,Gain Muscle,upper legs,weight,5
Medicine ball jumping jill,quads,medicine ball,Intermediate,1,0,Gain Muscle,upper legs,weight,3
Alternate Leg Diagonal Bound,quads,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,3
Sit Squats,quads,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,5
Frog Hops,quads,body weight,Beginner,1,1,Gain Muscle,upper legs,duration,5
Dumbbell lateral hop to sprint,quads,dumbbell,Intermediate,1,1,Gain Muscle,upper legs,weight,4
Smith machine lunge sprint,quads,Machine,Intermediate,1,0,Gain Muscle,upper legs,weight,4
Sissy squat,quads,weighted,Intermediate,1,0,Gain Muscle,upper legs,weight,3
Wall ball toss,quads,Exercise Ball,Intermediate,1,1,Gain Muscle,upper legs,duration,5
Bosu Ball Squat,quads,Exercise Ball,Beginner,1,1,Gain Muscle,upper legs,duration,4
Exercise ball Bulgarian split squat,quads,Exercise Ball,Intermediate,1,1,Gain Muscle,upper legs,duration,3
Internal Rotation with Band,delts,band,Beginner,1,1,Gain Muscle,shoulders,duration,4
Band Pull Apart,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,3
Back Flyes - With Bands,delts,band,Beginner,1,1,Gain Muscle,shoulders,duration,3
Lateral Raise - With Bands,delts,band,Beginner,1,1,Gain Muscle,shoulders,duration,5
Shoulder Press - With Bands,delts,band,Beginner,1,1,Gain Muscle,shoulders,duration,4
External Rotation with Band,delts,band,Beginner,1,1,Gain Muscle,shoulders,duration,4
FYR Band Pull-Apart,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,3
HM Lateral Raise,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,3
Rusin Banded Over-And-Back,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,3
Rusin Banded Face Pull,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,4
UP Band Pull-Apart,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,5
Jordan Shallow Band-Resisted Thread the Needle,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,5
30 Shoulders Seated Banded Barbell Shoulder Press,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,5
Band shoulder press,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,4
Band lateral raise,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,3
Band upright row,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,5
Staggered-stance band shoulder press,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,3
Single-arm banded landmine press,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,4
Band front raise rear fly row combo,delts,band,Intermediate,1,1,Gain Muscle,shoulders,duration,5
Jordan Shallow Foam Roller Thoracic Extension,delts,Foam Roll,Intermediate,1,1,Gain Muscle,shoulders,duration,3
Jordan Shallow Thread the Needle (with Foam Roller),delts,Foam Roll,Intermediate,1,1,Gain Muscle,shoulders,duration,5
Clean and press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Clean and jerk,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Military press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Seated barbell shoulder press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Snatch-Grip Behind-The-Neck Overhead Press,delts,barbell,Beginner,1,0,Gain Muscle,shoulders,weight,3
Standing Bradford press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Barbell Shoulder Press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Barbell rear delt bent-over row,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Barbell upright row,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Bradford/Rocky Presses,delts,barbell,Beginner,1,0,Gain Muscle,shoulders,weight,3
Lying rear delt fly,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Machine Shoulder (Military) Press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Standing Barbell Press Behind Neck,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Barbell front raise,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Overhead bar front raise,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Incline barbell shoulder protraction,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Behind-the-head push-press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Rack Delivery,delts,barbell,Beginner,1,0,Gain Muscle,shoulders,weight,4
Smith Incline Shoulder Raise,delts,barbell,Beginner,1,0,Gain Muscle,shoulders,weight,3
Tall Muscle Snatch,delts,barbell,Beginner,1,0,Gain Muscle,shoulders,weight,3
Axle Clean And Press,delts,barbell,Beginner,1,0,Gain Muscle,shoulders,weight,5
Jerk Balance,delts,barbell,Beginner,1,0,Gain Muscle,shoulders,weight,4
Seated EZ-bar shrug,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Paul Carter Barbell Seated Military Press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
TBS Barbell Military Press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Incline Front Barbell Raise - Gethin Variation,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Barbell Front Raise - Gethin Variation,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Single-arm barbell lateral raise,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
AM Upright Row,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
AM Barbell Shoulder Press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Standing barbell shoulder press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
King Maker Barbell Thruster,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Single-arm incline cable cross-over,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Barbell bear complex,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
30 Shoulders Barbell Shrug,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
30 Shoulders Incline Face-Up Straight-Bar Front Raise,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
30 Shoulders Seated Dumbbell Shoulder Press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
30 Shoulders Standing Behind-The-Head Shoulder Press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
30 Shoulders Standing Barbell Press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
FYR2 Wide Overhead Press,delts,barbell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Single-arm kettlebell push-press,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Two-Arm Kettlebell Military Press,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,3
Alternating Kettlebell Press,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,3
Single-arm kettlebell snatch,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Single-arm kettlebell clean and jerk,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Kettlebell pirate ship,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Two-Arm Kettlebell Clean,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,3
Double Kettlebell Push Press,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Kettlebell Seated Press,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,5
Double Kettlebell Jerk,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,4
Kettlebell Arnold Press,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,4
Double-kettlebell windmill,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
